client_code;client_name;client_ipn;client_okpo;doc_date;doc_number;product_code;product_name;doc_total;quantity;amount
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-01-22;ЮГ000000594;10712;ДСТУ 8938:2019 114х12 ст20 7304398290;0;1;6345
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-01-22;ЮГ000000594;12273;ГОСТ 8734 95х12 ст20 7304318090;0;1;9870
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-05-27;ЮГ000004707;8513;Порізка  1 різ ( зг ДКПП 25.62.20-00.00);0;1;80
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-05-27;ЮГ000004707;8517;Порізка  2 різа ( зг ДКПП 25.62.20-00.00);0;1;160
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-05-27;ЮГ000004707;10575;ДСТУ 8938:2019 159х 4.5 ст20 7304398290;0;1;40716
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-07-30;ЮГ000006763;8515;Порізка  4 різа ( ДКПП 25.62.20-00.00);0;1;320
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-07-30;ЮГ000006763;10035;Порізка труб ( ДКПП 25.62.20-00.00);0;1;2000
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-07-30;ЮГ000006763;10552;ДСТУ 8938:2019 108х 4 ст20 7304398290;0;1;37232
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-10-04;ЮГ000008805;10802;ДСТУ 8938:2019 32х 3.5 ст20 7304398290;0;1;6930
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-10-25;ЮГ000009845;7625;Труба проф. 80х40х 6 ст20 7304900000;0;1;5362
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-10-25;ЮГ000009845;10035;Порізка труб ( ДКПП 25.62.20-00.00);0;1;1820
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-11-05;ЮГ000010218;6260;ГОСТ 8732 299х14 ст20 7304399390;0;1;10290
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-12-19;ЮГ000011641;8515;Порізка  4 різа ( ДКПП 25.62.20-00.00);0;1;240
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-12-19;ЮГ000011641;10558;ДСТУ 8938:2019 57х 4 ст20 7304398290;0;1;13699
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-12-19;ЮГ000011641;11900;ДСТУ 8939:2019 57х 4 ст20 7304318090;0;1;2884
28;А ПЛЮС ТРЕЙД  ТОВ С-2 порез.по письму!-26.09.25;432774404619;43277447;2024-12-19;ЮГ000011642;11900;ДСТУ 8939:2019 57х 4 ст20 7304318090;0;1;432,6
34;Абсолют-Сталь ООО С-2;325103504630;32510354;2024-08-08;ЮГ000007175;7443;Труба проф. 120х120х12 ст20 7304900000;0;1;9512,5
34;Абсолют-Сталь ООО С-2;325103504630;32510354;2024-08-08;ЮГ000007175;10035;Порізка труб ( ДКПП 25.62.20-00.00);0;1;2000
36;АВ Металл групп ООО А-1;364419304624;36441934;2024-01-03;ЮГ000000015;11950;ГОСТ 8732 133х14 ст20 7304398290;0;1;158775
36;АВ Металл групп ООО А-1;364419304624;36441934;2024-01-03;ЮГ000000014;6781;ГОСТ 8732 73х 8 ст20 7304399290;0;1;32625
36;АВ Металл групп ООО А-1;364419304624;36441934;2024-01-09;ЮГ000000098;11791;ДСТУ 8939:2019 18х 5 ст20 7304318090;0;1;1830
36;АВ Металл групп ООО А-1;364419304624;36441934;2024-01-09;ЮГ000000109;12584;ДСТУ 8939:2019 60х12 ст20 7304318090;0;1;19900
36;АВ Металл групп ООО А-1;364419304624;36441934;2024-01-09;ЮГ000000112;12390;ДСТУ 8939:2019 102х 8 ст20 7304318090;0;1;14532
36;АВ Металл групп ООО А-1;364419304624;36441934;2024-01-11;ЮГ000000141;11702;ГОСТ 8734 25х3 ст20 7304318090;0;1;1514,5
36;АВ Металл групп ООО А-1;364419304624;36441934;2024-01-11;ЮГ000000138;12377;ДСТУ 8938:2019 83х10 ст20 7304398290;0;1;49350
36;АВ Металл групп ООО А-1;364419304624;36441934;2024-01-15;ЮГ000000223;8218;Труба проф. 150х80х 8 ст20 7304900000;0;1;161403
36;АВ Металл групп ООО А-1;364419304624;36441934;2024-01-19;ЮГ000000517;10050;ГОСТ 8732 21х 3 ст20 7304398290;0;1;3824
